Marca temporal,Nombre de usuario,🥦🥕 Bolsón de verduras verdes agroecológicas (5 kg aprox) con variedades de estación - Productores de Escobar - $630,"🥔🧅 Bolsón de Pesadas agroecológicas (5kg aprox.) Variedades: Papá, cebolla, batata, anco, cabutia - $355",🥦🥔 COMBO Bolsón de verduras verdes agroecológicas (5 kg aprox) + Bolsón de Pesadas agroecológicas (5kg aprox.) - $900,☀️🍊 COMBO Cítrico de Verano - 2kg Naranja - 1kg Limón - 1kg Pomelo o mandarina - $435,🌽 Choclo agroecológico - Escobar - $60 por unidad,🥑Palta agroecológica de Finca Ecotipa - Tucumán (500 gr.) - $240,🍅 Tomate perita agroecológico de Mendoza (1 kg.) - $205,🥒 Morrón verde agroecológico de Luján (500 gr.) - $100,Uva Red Glove - Aprosur - Mendoza (500gr) -  $ 115,🍆 Berenjena agroecológica de Escobar (1 kg.) - $150,🧄 Ajo agroecológico de UST - Mendoza (100 gr.) - $40,🍊 Ciruela agroecológico de Mendoza( 500 gr.) - $200,🍎 Manzana roja agroecológica Coop Río Colorado - Río Negro ( 1kg.) - $190,🍋 Limón agroecológico de Finca Ecotipa - Tucumán (1 kg) - $100,🍐 Pera agroecológica de Coop. Río Colorado - Río Negro (1 kg) - $185,🥚 Huevos de campo de Tres Arroyos (docena.) - $270,🥜 Maní con cascara de Salta (500 gm) - $210,"Yerba mate ""Las Tunas"" 1Kg - $640","Yerba Mate ""Grapia Milenaria"" 1Kg - $680",Azúcar Mascabo Agroecológica 1Kg - $265,"Mermelada de naranja ""Dulce Huayna"" 360gr - $490","Mermelada Otoñal ""Dulce Huayna"" 360gr - $490","Harina de Trigo Integral Agroecológica ""Naturaleza Viva"" 1K - $150","Tomate Triturado sin piel Agroecológico ""Manos del Pueblo"" 450cc - $280","Aceite de Girasol puro ""El Cortijo"" 900ml - $370","Aceitunas Verdes orgánicas ""San Nicolas"" 500g - $520","Promoción 1° - viandas cinco almuerzos: Tarta individual de acelga, cebolla caramelizada y queso - Tarta individual de calabaza, ricota y nuez - Musaka/Lasagña de berenjenas - Canelones de acelga con salsa bologñesa - Pastel de papa - $1900","Promoción 2° - viandas vegetariana cinco almuerzos: Tarta de calabaza, zanahoria y cebollas asadas - Tarta de acelga y cebolla caramelizada - Canelones de acelga y ricota con salsa blanca y fileto - Porcion de knishes - Porción buñuelos de acelga - $1800"," Gran picada del Abasto CARNE: Bastoncitos de muzza, bastoncitos de pollo, albóndigas de carne, buñuelos de acelga, Hummus c/ pimentón ahumado, Berenjenas al escabeche, Aceitunas condimentadas, Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1600"," Gran picada del Abasto VEGGIE: Bastoncitos de muzza, falafel, buñuelos de acelga, knishes receta tradicional, hummus c/ pimentón ahumado, berenjenas al escabeche, aceitunas condimentadas. Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1500",3 Empanadas de Osobuco Braseado - $330,3 Empanadas de Bondiola a la cerveza negra - $330,"3 Empanadas de champiñón, queso, puerro y cebolla - $330",3 Empanadas de queso y cebolla - $330,"Tarta de calabaza, zanahoria y cebolla asadas - $380",Tarta de acelga y cebolla caramelizada - $380,Musaka / Lasagña de Berenjenas. Cuenta con distintos cortes de carne vacuna - $440,Pastel de papa - $440,Canelones de acelga y ricota con salsa blanca y fileto - $420,Canelones de acelga con salsa bologñesa -  $420,Buñuelos de acelga - $380,3 knishes de papa y cebolla - $360,Bolsa PAC - $150,🍊 Naranja agroecológica de Finca Don Luis - Entre Ríos ( 1kg.) - $120,🍑 Durazno agroecológico de Approsur - Mendoza ( 1kg.) - $350,Morrón rojo agroecológico de Luján (500 gr.) - $ 120,🟢 Zapallito redondo agroecológico de Productores de Escobar (1 kg.) - $125,"Mermelada de Frutilla ""Crece desde el Pie"" Agroecológica 360gr - $430",🍅 Tomate cherry orgánico de San Nicolas (500 gr.) - $155,🍊 Mandarina agroecológico de Finca Don Luis - Entre Ríos (1 kg) - $100,🍓 Frutillas agroecológicas de Productores de Escobar (600 gr.) - $290,🍌 Banana orgánica de Finca La Lucrecia - Jujuy ( 1kg.) - $230,12 Cookies de chocolate - $450,12 Cookies de maní con chips de chocolate - $450,Cuadraditos de Brownie y nuez - $300,Budín de limón con arándanos (250gr) - $300,Budín de naranja con jengibre (250gr) - $300,Caja de 6 rolls de canela $500,Arroz yamani Hebrasol 1Kg - $210,Coco rallado Hebrasol 1Kg - $580,Fécula de mandioca Hebrasol 1Kg - $158,Poroto colorado Hebrasol 1Kg - $270,🥭 Mango agroecológico de Finca Ecotipa - Tucumán ( 1kg.) - $175,🔵 Arándanos agroecológicos de Finca Ecotipa - Tucumán (250 gr.) - $220,Miel natural Mercado del Abasto 500gr - $450,🎋 Jengibre agroecológico de Batter - Misiones (100 gr.) - $65,"Aceite de Oliva ""La Riojana"" Extra Virgen Orgánico 500cc - $600","Tomate Triturados sin piel Agroecológico ""Manos del Pueblo"" 970g - $265",¿Como retirás?,Barrio,🏠¿Dónde querés retirar el pedido? 
2021/04/13 6:38:42 p. m. GMT-3,49,0.0,1.0,,,,1.0,,,,,,,,0.0,,,,0.0,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/13 9:36:41 p. m. GMT-3,50,1.0,1.0,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 9:58:34 a. m. GMT-3,51,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,0.0,,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Villa Urquiza,
2021/04/14 10:18:37 a. m. GMT-3,52,1.0,0.0,,,,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/14 10:20:31 a. m. GMT-3,0,1.0,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 11:39:09 a. m. GMT-3,53,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/14 11:46:13 a. m. GMT-3,29,1.0,1.0,,,,1.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 11:50:05 a. m. GMT-3,54,1.0,0.0,,,,1.0,,,,,,,,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 11:53:07 a. m. GMT-3,12,1.0,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 11:54:01 a. m. GMT-3,55,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 11:57:00 a. m. GMT-3,56,1.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 11:58:13 a. m. GMT-3,57,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 12:24:19 p. m. GMT-3,58,1.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 12:31:39 p. m. GMT-3,59,1.0,1.0,,,,0.0,,,,,,,,1.0,,,,,,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/14 12:34:55 p. m. GMT-3,60,1.0,0.0,,,,1.0,,,,,,,,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 12:35:02 p. m. GMT-3,61,1.0,0.0,,,,0.0,,,,,,,,1.0,,,,0.0,,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/14 1:03:17 p. m. GMT-3,62,1.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 1:04:11 p. m. GMT-3,63,1.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/14 1:19:26 p. m. GMT-3,64,1.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/14 2:41:59 p. m. GMT-3,65,1.0,1.0,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Saavedra,
2021/04/14 5:39:02 p. m. GMT-3,66,1.0,1.0,,,,0.0,,,,,,,,0.0,,,,1.0,,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/14 6:14:44 p. m. GMT-3,67,1.0,1.0,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/14 10:53:20 p. m. GMT-3,68,1.0,0.0,,,,2.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/15 8:53:32 a. m. GMT-3,2,1.0,0.0,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/15 9:10:23 a. m. GMT-3,69,1.0,1.0,,,,1.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/15 10:36:40 a. m. GMT-3,70,1.0,1.0,,,,1.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/15 11:30:24 a. m. GMT-3,71,1.0,1.0,,,,1.0,,,,,,,,0.0,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/15 12:03:04 p. m. GMT-3,72,1.0,1.0,,,,1.0,,,,,,,,0.0,,,,1.0,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/15 1:25:57 p. m. GMT-3,38,1.0,1.0,,,,0.0,,,,,,,,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/15 1:35:50 p. m. GMT-3,16,0.0,0.0,,,,3.0,,,,,,,,3.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/15 2:00:54 p. m. GMT-3,3,2.0,2.0,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/15 5:10:10 p. m. GMT-3,73,2.0,1.0,,,,0.0,,,,,,,,1.0,,,,1.0,,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/15 9:13:58 p. m. GMT-3,19,1.0,0.0,,,,1.0,,,,,,,,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/15 10:02:24 p. m. GMT-3,74,1.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/16 8:32:19 a. m. GMT-3,13,1.0,1.0,,,,1.0,,,,,,,,0.0,,,,1.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/16 12:08:00 p. m. GMT-3,75,1.0,1.0,,,,0.0,,,,,,,,1.0,,,,0.0,,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/16 1:36:13 p. m. GMT-3,76,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/16 2:12:28 p. m. GMT-3,10,3.0,1.0,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/27 12:25:30 p. m. GMT-3,29,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 12:31:52 p. m. GMT-3,18,0.0,0.0,,,,1.0,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 12:47:55 p. m. GMT-3,31,0.0,1.0,,,,2.0,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 12:59:02 p. m. GMT-3,77,0.0,1.0,,,,1.0,,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 1:01:16 p. m. GMT-3,78,0.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 1:12:11 p. m. GMT-3,53,0.0,2.0,,,,1.0,,,,,,,1.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/27 1:42:24 p. m. GMT-3,42,0.0,0.0,,,,2.0,,,,,,,1.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,,,,0.0,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/27 2:05:32 p. m. GMT-3,1,2.0,1.0,,,,1.0,,,,,,,0.0,0.0,,0.0,,2.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 3:11:10 p. m. GMT-3,79,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 4:23:12 p. m. GMT-3,80,1.0,1.0,,,,1.0,,,,,,,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 5:39:18 p. m. GMT-3,16,1.0,1.0,,,,2.0,,,,,,,0.0,1.0,,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/27 8:34:57 p. m. GMT-3,34,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/27 8:46:05 p. m. GMT-3,81,1.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/27 9:01:38 p. m. GMT-3,70,1.0,0.0,,,,1.0,,,,,,,1.0,,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/27 9:56:03 p. m. GMT-3,82,1.0,1.0,,,,0.0,,,,,,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/28 12:58:38 a. m. GMT-3,63,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/28 8:04:55 a. m. GMT-3,83,0.0,0.0,,,,1.0,,,,,,,1.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/28 10:13:22 a. m. GMT-3,75,1.0,0.0,,,,1.0,,,,,,,1.0,1.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/28 11:26:27 a. m. GMT-3,19,1.0,0.0,,,,1.0,,,,,,,0.0,1.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/28 12:13:32 p. m. GMT-3,84,0.0,0.0,,,,0.0,,,,,,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/28 1:06:19 p. m. GMT-3,85,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Belgrano,
2021/04/28 2:35:27 p. m. GMT-3,86,1.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/28 3:01:40 p. m. GMT-3,87,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/28 7:00:43 p. m. GMT-3,88,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/28 8:09:38 p. m. GMT-3,89,0.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,1.0,,,0.0,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $200),Palermo,
2021/04/28 8:24:27 p. m. GMT-3,13,1.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,2.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 14:30 hs.)
2021/04/28 9:45:47 p. m. GMT-3,90,0.0,0.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/28 9:46:12 p. m. GMT-3,90,0.0,0.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/29 10:17:14 a. m. GMT-3,91,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
2021/04/29 10:38:00 a. m. GMT-3,69,1.0,1.0,,,,1.0,,,,,,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13 hs.)
